,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
95,600111.XSHG,600111,北方稀土,XSHG,2020-02-27,9.68,9.68,9.72,9.78,9.61,9.67,29053808,281382301,22526,0.008,1,35131748220,35131748220,-0.001,52.7842,57.1341,3.6831,1,9.685
96,600111.XSHG,600111,北方稀土,XSHG,2020-02-28,9.67,9.67,9.44,9.5,9.06,9.1,64378364,596621525,52873,0.0177,1,33060900600,33060900600,-0.0589,49.6729,53.7663,3.466,1,9.267
97,600111.XSHG,600111,北方稀土,XSHG,2020-03-02,9.1,9.1,9.08,9.44,9.08,9.4,36121796,337604739,28014,0.0099,1,34150820400,34150820400,0.033,51.3104,55.5388,3.5803,1,9.346
98,600111.XSHG,600111,北方稀土,XSHG,2020-03-03,9.4,9.4,9.52,9.66,9.4,9.48,37473841,357951390,27247,0.0103,1,34441465680,34441465680,0.0085,51.7471,56.0115,3.6108,1,9.552
99,600111.XSHG,600111,北方稀土,XSHG,2020-03-04,9.48,9.48,9.46,9.63,9.45,9.6,29832084,285026622,20745,0.0082,1,34877433600,34877433600,0.0127,52.4021,56.7205,3.6565,1,9.554
100,600111.XSHG,600111,北方稀土,XSHG,2020-03-05,9.6,9.6,9.68,9.83,9.59,9.82,53815417,523465379,34427,0.0148,1,35676708120,35676708120,0.0229,53.603,58.0203,3.7403,1,9.727
101,600111.XSHG,600111,北方稀土,XSHG,2020-03-06,9.82,9.82,9.7,9.76,9.6,9.66,36469450,352740005,23485,0.01,1,35095417560,35095417560,-0.0163,52.7296,57.075,3.6793,1,9.672
102,600111.XSHG,600111,北方稀土,XSHG,2020-03-09,9.66,9.66,9.51,9.52,9.25,9.29,42472555,397056738,33523,0.0117,1,33751183140,33751183140,-0.0383,50.71,54.8889,3.5384,1,9.349
103,600111.XSHG,600111,北方稀土,XSHG,2020-03-10,9.29,9.29,9.14,9.4,9.07,9.37,37813124,349762201,30031,0.0104,1,34041828420,34041828420,0.0086,51.1467,55.3616,3.5689,1,9.25
104,600111.XSHG,600111,北方稀土,XSHG,2020-03-11,9.37,9.37,9.39,9.44,9.27,9.27,25966690,242990061,19923,0.0071,1,33678521820,33678521820,-0.0107,50.6008,54.7707,3.5308,1,9.358
105,600111.XSHG,600111,北方稀土,XSHG,2020-03-12,9.27,9.27,9.14,9.18,9.09,9.13,25638608,233853658,22768,0.0071,1,33169892580,33169892580,-0.0151,49.8366,53.9436,3.4774,1,9.121
106,600111.XSHG,600111,北方稀土,XSHG,2020-03-13,9.13,9.13,8.8,9.08,8.7,9.03,35907410,318960225,29839,0.0099,1,32806585980,32806585980,-0.011,49.2908,53.3527,3.4394,1,8.883
107,600111.XSHG,600111,北方稀土,XSHG,2020-03-16,9.03,9.03,9.1,9.17,8.8,8.8,29808761,268013284,25024,0.0082,1,31970980800,31970980800,-0.0255,48.0353,51.9938,3.3518,1,8.991
108,600111.XSHG,600111,北方稀土,XSHG,2020-03-17,8.8,8.8,8.81,8.95,8.5,8.7,27831107,241778794,26130,0.0077,1,31607674200,31607674200,-0.0114,47.4894,51.4029,3.3137,1,8.687
109,600111.XSHG,600111,北方稀土,XSHG,2020-03-18,8.7,8.7,8.75,8.88,8.6,8.6,23641524,207276474,19793,0.0065,1,31244367600,31244367600,-0.0115,46.9436,50.8121,3.2756,1,8.767
110,600111.XSHG,600111,北方稀土,XSHG,2020-03-19,8.6,8.6,8.56,8.66,8.42,8.6,23131245,197126838,19830,0.0064,1,31244367600,31244367600,0.0,46.9436,50.8121,3.2756,1,8.522
111,600111.XSHG,600111,北方稀土,XSHG,2020-03-20,8.6,8.6,8.68,8.78,8.57,8.73,19322316,167584911,14613,0.0053,1,31716666180,31716666180,0.0151,47.6532,51.5802,3.3251,1,8.673
112,600111.XSHG,600111,北方稀土,XSHG,2020-03-23,8.73,8.73,8.51,8.58,8.36,8.43,24146151,204525753,18728,0.0066,1,30626746380,30626746380,-0.0344,46.0156,49.8077,3.2108,1,8.47
113,600111.XSHG,600111,北方稀土,XSHG,2020-03-24,8.43,8.43,8.6,8.64,8.45,8.64,24285537,208209925,16772,0.0067,1,31389690240,31389690240,0.0249,47.1619,51.0484,3.2908,1,8.573
114,600111.XSHG,600111,北方稀土,XSHG,2020-03-25,8.64,8.64,8.8,8.85,8.73,8.8,25830491,227185072,16819,0.0071,1,31970980800,31970980800,0.0185,48.0353,51.9938,3.3518,1,8.795
115,600111.XSHG,600111,北方稀土,XSHG,2020-03-26,8.8,8.8,8.77,9.0,8.7,8.86,32063147,284610388,20185,0.0088,1,32188964760,32188964760,0.0068,48.3628,52.3483,3.3746,1,8.877
116,600111.XSHG,600111,北方稀土,XSHG,2020-03-27,8.86,8.86,8.91,8.92,8.71,8.72,20865644,183479359,13937,0.0057,1,31680335520,31680335520,-0.0158,47.5986,51.5211,3.3213,1,8.793
117,600111.XSHG,600111,北方稀土,XSHG,2020-03-30,8.72,8.72,8.64,8.64,8.46,8.51,17413343,148347685,13277,0.0048,1,30917391660,30917391660,-0.0241,46.4523,50.2804,3.2413,1,8.519
118,600111.XSHG,600111,北方稀土,XSHG,2020-03-31,8.51,8.51,8.6,9.09,8.53,8.99,52427194,466167153,34075,0.0144,1,32661263340,32661263340,0.0564,49.0724,53.1164,3.4241,1,8.892
119,600111.XSHG,600111,北方稀土,XSHG,2020-04-01,8.99,8.99,9.0,9.24,8.89,9.02,50687334,459224097,32683,0.014,1,32770255320,32770255320,0.0033,49.2362,53.2936,3.4355,1,9.06
